Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2018,Brevard,FL,Passenger,0,1,1,110,111,0.9
October 31 2022,Grant,WA,Passenger,211,107,318,66500,66818,0.48
May 31 2024,Fairfax,VA,Passenger,22,8,30,639,669,4.48
July 31 2022,Mason,WA,Passenger,317,172,489,46982,47471,1.03
September 30 2025,Walla Walla,WA,Truck,33,0,33,13680,13713,0.24
November 30 2022,Weld,CO,Passenger,3,0,3,29,32,9.38
February 28 2018,Utah,UT,Passenger,0,1,1,155,156,0.64
July 31 2024,Newport,RI,Passenger,0,2,2,65,67,2.99
January 31 2024,Philadelphia,PA,Passenger,0,1,1,70,71,1.41
May 31 2023,Clark,WA,Passenger,5633,2270,7903,312588,320491,2.47
August 31 2023,Ferry,WA,Truck,0,0,0,3551,3551,0
June 30 2019,Clay,FL,Passenger,0,1,1,92,93,1.08
April 30 2023,Kane,IL,Passenger,1,1,2,10,12,16.67
November 30 2025,Lee,AL,Passenger,1,0,1,14,15,6.67
December 31 2017,Cowlitz,WA,Truck,0,0,0,28158,28158,0
July 31 2017,Multnomah,OR,Passenger,1,3,4,997,1001,0.4
February 28 2018,Monterey,CA,Passenger,0,2,2,203,205,0.98
November 30 2024,Denton,TX,Passenger,2,0,2,52,54,3.7
December 31 2024,Bergen,NJ,Passenger,2,0,2,10,12,16.67
May 31 2017,Jefferson,WA,Passenger,103,59,162,23812,23974,0.68
April 30 2018,Prince William,VA,Passenger,0,5,5,258,263,1.9
February 28 2018,,,Passenger,4,1,5,440,445,1.12
May 31 2019,Pacific,WA,Passenger,24,28,52,15938,15990,0.33
September 30 2022,Broward,FL,Passenger,1,0,1,89,90,1.11
October 31 2025,Nueces,TX,Passenger,2,0,2,43,45,4.44
May 31 2025,Douglas,WA,Passenger,413,116,529,29240,29769,1.78
October 31 2022,Lee,FL,Passenger,1,0,1,48,49,2.04
January 31 2023,San Bernardino,CA,Passenger,4,1,5,394,399,1.25
March 31 2018,Norfolk,MA,Passenger,1,0,1,40,41,2.44
April 30 2017,Mason,WA,Truck,0,0,0,19231,19231,0
March 31 2023,District of Columbia,DC,Truck,1,0,1,15,16,6.25
February 28 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
September 30 2025,Garfield,WA,Truck,0,0,0,1005,1005,0
December 31 2022,Jefferson,WA,Truck,5,0,5,9348,9353,0.05
October 31 2023,Adams,WA,Passenger,28,13,41,13078,13119,0.31
March 31 2021,Utah,UT,Passenger,1,1,2,157,159,1.26
September 30 2024,Jefferson,NY,Passenger,3,3,6,166,172,3.49
September 30 2018,Lake,CA,Passenger,0,1,1,12,13,7.69
July 31 2019,Pacific,WA,Truck,0,0,0,7658,7658,0
October 31 2024,Sacramento,CA,Passenger,4,0,4,196,200,2
May 31 2018,DuPage,IL,Passenger,1,0,1,70,71,1.41
August 31 2018,Yakima,WA,Passenger,66,92,158,164129,164287,0.1
December 31 2025,Sarasota,FL,Passenger,1,0,1,20,21,4.76
March 31 2019,Santa Cruz,CA,Passenger,1,0,1,44,45,2.22
February 29 2024,Douglas,CO,Passenger,1,3,4,66,70,5.71
December 31 2024,La Plata,CO,Passenger,1,0,1,8,9,11.11
April 30 2022,Gwinnett,GA,Passenger,2,0,2,64,66,3.03
December 31 2021,Jefferson,IL,Passenger,1,0,1,1,2,50
September 30 2024,,,Passenger,10,4,14,337,351,3.99
August 31 2021,Chesapeake,VA,Passenger,1,2,3,435,438,0.68
February 29 2024,Hays,TX,Passenger,1,0,1,12,13,7.69
March 31 2024,King,WA,Passenger,74731,18239,92970,1305818,1398788,6.65
November 30 2021,Suffolk,VA,Passenger,1,0,1,134,135,0.74
September 30 2025,Washington,OR,Passenger,2,2,4,232,236,1.69
May 31 2022,King,WA,Passenger,39916,11041,50957,1343646,1394603,3.65
May 31 2024,Virginia Beach,VA,Truck,1,0,1,125,126,0.79
July 31 2018,Clallam,WA,Truck,0,0,0,21478,21478,0
June 30 2022,Mecklenburg,NC,Passenger,1,0,1,88,89,1.12
December 31 2025,Moore,NC,Passenger,4,0,4,101,105,3.81
November 30 2019,Wise,TX,Passenger,1,0,1,9,10,10
March 31 2022,Providence,RI,Passenger,1,0,1,23,24,4.17
March 31 2022,Alexandria,VA,Passenger,4,0,4,125,129,3.1
December 31 2025,Autauga,AL,Passenger,1,2,3,10,13,23.08
January 31 2025,Calhoun,AL,Passenger,0,1,1,4,5,20
March 31 2020,Broward,FL,Passenger,3,1,4,122,126,3.17
May 31 2019,Fresno,CA,Passenger,2,0,2,208,210,0.95
September 30 2017,Comal,TX,Passenger,0,1,1,46,47,2.13
June 30 2022,Hudson,NJ,Passenger,3,0,3,51,54,5.56
August 31 2022,Coryell,TX,Passenger,1,0,1,93,94,1.06
September 30 2022,Saratoga,NY,Passenger,1,0,1,57,58,1.72
August 31 2023,Cumberland,ME,Passenger,1,0,1,19,20,5
January 31 2020,Shasta,CA,Passenger,1,0,1,42,43,2.33
May 31 2024,Orange,NC,Passenger,1,0,1,7,8,12.5
May 31 2023,Hawaii,HI,Passenger,2,0,2,47,49,4.08
December 31 2018,Larimer,CO,Passenger,1,0,1,69,70,1.43
May 31 2020,Snohomish,WA,Truck,0,0,0,123233,123233,0
September 30 2019,,,Passenger,8,2,10,438,448,2.23
November 30 2025,Adams,WA,Truck,10,0,10,5348,5358,0.19
January 31 2024,Orange,NY,Passenger,0,1,1,50,51,1.96
October 31 2021,Broward,FL,Passenger,2,0,2,116,118,1.69
March 31 2022,Calvert,MD,Passenger,0,3,3,92,95,3.16
June 30 2021,Danville,VA,Passenger,1,0,1,0,1,100
March 31 2019,Los Angeles,CA,Passenger,6,6,12,1167,1179,1.02
December 31 2022,Wake,NC,Passenger,2,1,3,125,128,2.34
October 31 2023,Williamson,TX,Passenger,1,1,2,98,100,2
November 30 2022,Kootenai,ID,Passenger,2,2,4,209,213,1.88
December 31 2022,Honolulu,HI,Passenger,4,2,6,433,439,1.37
May 31 2022,Botetourt,VA,Passenger,1,0,1,0,1,100
November 30 2019,Ferry,WA,Truck,0,0,0,3584,3584,0
September 30 2021,Clackamas,OR,Passenger,2,0,2,211,213,0.94
June 30 2024,Franklin,WA,Truck,15,0,15,20836,20851,0.07
February 28 2023,Fort Bend,TX,Passenger,1,0,1,31,32,3.12
February 28 2019,Wise,TX,Passenger,1,0,1,5,6,16.67
September 30 2024,Henrico,VA,Passenger,2,2,4,19,23,17.39
December 31 2025,Whatcom,WA,Passenger,4836,1619,6455,146190,152645,4.23
November 30 2025,Anchorage,AK,Passenger,0,1,1,80,81,1.23
July 31 2024,Denver,CO,Passenger,2,0,2,92,94,2.13
October 31 2023,Long,GA,Passenger,1,0,1,29,30,3.33
July 31 2019,Yakima,WA,Passenger,109,107,216,165282,165498,0.13
October 31 2024,Travis,TX,Passenger,5,1,6,101,107,5.61
November 30 2020,Chatham,NC,Passenger,1,0,1,7,8,12.5
April 30 2018,Garfield,OK,Passenger,1,0,1,21,22,4.55
March 31 2019,Kent,MI,Passenger,0,1,1,26,27,3.7
July 31 2024,Pierce,WA,Passenger,11443,3648,15091,518370,533461,2.83
May 31 2020,Charleston,SC,Passenger,1,0,1,113,114,0.88
April 30 2018,Jefferson,WA,Truck,0,0,0,9516,9516,0
March 31 2020,Columbia,OR,Passenger,1,0,1,29,30,3.33
June 30 2025,Hamilton,IN,Passenger,1,0,1,21,22,4.55
April 30 2025,Portsmouth,VA,Passenger,1,2,3,53,56,5.36
January 31 2023,Lewis,WA,Passenger,279,189,468,59581,60049,0.78
February 28 2025,Lincoln,WA,Passenger,35,35,70,7499,7569,0.92
December 31 2022,San Francisco,CA,Passenger,3,0,3,106,109,2.75
July 31 2024,Lake,IN,Passenger,1,0,1,6,7,14.29
September 30 2025,Bell,TX,Truck,1,0,1,51,52,1.92
April 30 2025,Virginia Beach,VA,Truck,1,0,1,114,115,0.87
July 31 2021,Mecklenburg,NC,Passenger,1,0,1,101,102,0.98
February 28 2025,King,WA,Passenger,94399,21874,116273,1302046,1418319,8.2
January 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
March 31 2025,Lake,IN,Passenger,1,0,1,5,6,16.67
March 31 2023,Anne Arundel,MD,Truck,1,0,1,52,53,1.89
March 31 2019,Prince George's,MD,Passenger,1,1,2,194,196,1.02
March 31 2025,Fairfax,VA,Passenger,25,7,32,598,630,5.08
July 31 2021,Hudson,NJ,Passenger,1,0,1,52,53,1.89
November 30 2023,San Diego,CA,Truck,1,0,1,481,482,0.21
May 31 2022,Alameda,CA,Passenger,7,2,9,251,260,3.46
February 29 2024,Washington,OR,Passenger,3,1,4,308,312,1.28
February 28 2022,Weld,CO,Passenger,1,0,1,42,43,2.33
January 31 2018,Sedgwick,KS,Passenger,0,1,1,115,116,0.86
October 31 2024,Washington,OR,Passenger,4,2,6,269,275,2.18
December 31 2025,Calhoun,AL,Passenger,0,1,1,1,2,50
February 28 2025,Salt Lake,UT,Passenger,0,2,2,141,143,1.4
July 31 2024,Chelan,WA,Truck,59,0,59,22974,23033,0.26
November 30 2018,Cochise,AZ,Passenger,0,1,1,122,123,0.81
December 31 2022,Oldham,KY,Passenger,0,1,1,6,7,14.29
September 30 2023,Pinal,AZ,Passenger,2,1,3,130,133,2.26
March 31 2018,Sacramento,CA,Passenger,1,1,2,314,316,0.63
February 28 2022,Carson City,NV,Passenger,1,0,1,13,14,7.14
November 30 2019,San Juan,WA,Passenger,243,78,321,14389,14710,2.18
April 30 2024,Franklin,WA,Passenger,427,177,604,62297,62901,0.96
November 30 2020,Howard,IN,Passenger,0,1,1,4,5,20
September 30 2018,Nantucket,MA,Passenger,1,0,1,4,5,20
February 28 2022,Carroll,NH,Passenger,0,1,1,4,5,20
March 31 2025,Twin Falls,ID,Passenger,0,1,1,14,15,6.67
November 30 2024,Collin,TX,Passenger,7,1,8,72,80,10
August 31 2021,Hanover,VA,Passenger,1,0,1,4,5,20
April 30 2017,Cumberland,NC,Passenger,1,0,1,615,616,0.16
April 30 2017,Lewis,WA,Truck,0,0,0,24799,24799,0
November 30 2023,Walla Walla,WA,Truck,9,0,9,13659,13668,0.07
July 31 2023,Kootenai,ID,Passenger,3,3,6,193,199,3.02
July 31 2025,Grant,WA,Truck,55,0,55,28245,28300,0.19
May 31 2024,Currituck,NC,Passenger,1,0,1,22,23,4.35
July 31 2022,Sarpy,NE,Passenger,1,0,1,71,72,1.39
November 30 2019,Grant,WA,Truck,0,0,0,26941,26941,0
June 30 2025,Skagit,WA,Passenger,2029,685,2714,88236,90950,2.98
October 31 2023,Howard,MD,Passenger,0,2,2,76,78,2.56
December 31 2023,Kent,MI,Passenger,1,0,1,22,23,4.35
October 31 2021,Norfolk,VA,Passenger,2,3,5,319,324,1.54
January 31 2022,Norfolk,MA,Passenger,1,1,2,32,34,5.88
April 30 2023,Albemarle,VA,Passenger,2,0,2,18,20,10
October 31 2020,Asotin,WA,Truck,0,0,0,6680,6680,0
October 31 2017,Moore,NC,Passenger,0,1,1,203,204,0.49
May 31 2018,Marin,CA,Passenger,1,0,1,57,58,1.72
July 31 2020,Denver,CO,Passenger,1,0,1,140,141,0.71
May 31 2023,Hamilton,OH,Passenger,2,0,2,52,54,3.7
July 31 2022,Orange,VA,Passenger,1,0,1,1,2,50
April 30 2024,Bergen,NJ,Passenger,1,0,1,13,14,7.14
February 28 2017,Portsmouth,VA,Passenger,0,1,1,69,70,1.43
April 30 2024,Mecklenburg,NC,Passenger,3,0,3,66,69,4.35
April 30 2021,Montgomery,OH,Passenger,0,1,1,63,64,1.56
November 30 2018,Kootenai,ID,Passenger,1,2,3,237,240,1.25
December 31 2025,District of Columbia,DC,Truck,1,0,1,15,16,6.25
May 31 2022,Ulster,NY,Passenger,1,0,1,18,19,5.26
July 31 2022,Pennington,SD,Passenger,2,0,2,26,28,7.14
March 31 2025,Onondaga,NY,Passenger,1,0,1,17,18,5.56
September 30 2018,Fresno,CA,Passenger,2,0,2,208,210,0.95
November 30 2024,Fredericksburg,VA,Passenger,1,0,1,3,4,25
June 30 2025,Davidson,TN,Passenger,2,0,2,33,35,5.71
September 30 2024,Orange,NY,Passenger,0,1,1,45,46,2.17
June 30 2025,Manatee,FL,Passenger,1,0,1,20,21,4.76
December 31 2022,Philadelphia,PA,Passenger,0,1,1,71,72,1.39
August 31 2023,Charles,MD,Passenger,1,1,2,65,67,2.99
March 31 2023,Wichita,TX,Passenger,1,0,1,41,42,2.38
July 31 2018,Lincoln,WA,Passenger,3,7,10,7739,7749,0.13
June 30 2023,Yolo,CA,Passenger,3,0,3,36,39,7.69
May 31 2023,Suffolk,VA,Passenger,2,0,2,127,129,1.55
January 31 2017,Whatcom,WA,Truck,2,0,2,41317,41319,0
May 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.5
August 31 2017,Columbia,WA,Passenger,1,1,2,2351,2353,0.08
February 28 2018,Canyon,ID,Passenger,0,1,1,108,109,0.92
June 30 2020,Los Angeles,CA,Passenger,8,12,20,1106,1126,1.78
May 31 2018,Skagit,WA,Truck,1,0,1,32027,32028,0
September 30 2023,Plaquemines,LA,Passenger,1,1,2,21,23,8.7
March 31 2021,Charleston,SC,Passenger,2,0,2,96,98,2.04
December 31 2019,Honolulu,HI,Passenger,4,2,6,534,540,1.11
July 31 2020,Multnomah,OR,Passenger,7,7,14,805,819,1.71
February 28 2023,Asotin,WA,Passenger,30,20,50,12355,12405,0.4
January 31 2017,Lincoln,WA,Truck,0,0,0,4454,4454,0
July 31 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
January 31 2024,Sarasota,FL,Passenger,1,0,1,37,38,2.63
March 31 2019,New York,NY,Passenger,1,0,1,81,82,1.22
February 28 2023,Williamson,TX,Passenger,0,2,2,114,116,1.72
November 30 2018,Kent,MI,Passenger,0,1,1,28,29,3.45
January 31 2020,Montgomery,MD,Passenger,0,2,2,289,291,0.69
July 31 2020,Valencia,NM,Passenger,1,0,1,10,11,9.09
September 30 2025,Ventura,CA,Passenger,3,3,6,225,231,2.6
October 31 2023,Hays,TX,Passenger,1,0,1,12,13,7.69
August 31 2017,Whatcom,WA,Passenger,481,182,663,143477,144140,0.46
May 31 2017,Latah,ID,Passenger,0,1,1,115,116,0.86
January 31 2024,Virginia Beach,VA,Truck,1,0,1,124,125,0.8
July 31 2021,King,WA,Passenger,31508,9348,40856,1363910,1404766,2.91
February 28 2017,Adams,WA,Truck,0,0,0,5071,5071,0
July 31 2024,Nueces,TX,Passenger,2,0,2,60,62,3.23
July 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50
April 30 2017,Clallam,WA,Truck,0,0,0,20963,20963,0
June 30 2023,Escambia,FL,Passenger,0,1,1,154,155,0.65
September 30 2024,Allegheny,PA,Passenger,3,0,3,57,60,5
February 28 2018,Spokane,WA,Truck,1,0,1,91678,91679,0
January 31 2024,Skamania,WA,Passenger,141,54,195,7951,8146,2.39
August 31 2023,Clay,FL,Passenger,1,0,1,83,84,1.19
May 31 2024,Medina,OH,Passenger,1,0,1,4,5,20
December 31 2022,DeKalb,GA,Passenger,1,0,1,56,57,1.75
March 31 2019,Shelby,TN,Passenger,0,1,1,106,107,0.93
July 31 2024,Lewis,WA,Passenger,485,405,890,59563,60453,1.47
November 30 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
February 29 2020,Stafford,VA,Passenger,1,1,2,100,102,1.96
February 28 2025,Hardin,KY,Truck,1,0,1,21,22,4.55
November 30 2017,New London,CT,Passenger,1,0,1,244,245,0.41
May 31 2021,El Paso,TX,Passenger,4,0,4,411,415,0.96
January 31 2024,Whitman,WA,Passenger,199,110,309,21781,22090,1.4
November 30 2020,King,WA,Truck,6,1,7,183959,183966,0
February 28 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
January 31 2022,San Juan,WA,Truck,1,0,1,6014,6015,0.02
November 30 2023,Philadelphia,PA,Passenger,0,1,1,71,72,1.39
May 31 2023,Yuba,CA,Passenger,1,0,1,56,57,1.75
October 31 2025,Benton,WA,Passenger,2656,999,3655,137466,141121,2.59
January 31 2021,Carroll,MD,Passenger,0,1,1,21,22,4.55
July 31 2019,Jefferson,WA,Truck,0,0,0,9676,9676,0
March 31 2019,Whatcom,WA,Truck,2,0,2,42692,42694,0
July 31 2022,Escambia,FL,Passenger,0,1,1,157,158,0.63
April 30 2022,Harnett,NC,Passenger,3,0,3,176,179,1.68
August 31 2020,Botetourt,VA,Passenger,1,0,1,0,1,100
February 28 2025,Los Angeles,CA,Passenger,18,5,23,703,726,3.17
August 31 2023,Whatcom,WA,Passenger,2658,933,3591,147554,151145,2.38
April 30 2022,Nassau,NY,Passenger,3,0,3,40,43,6.98
June 30 2024,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2023,Orange,CA,Passenger,15,5,20,453,473,4.23
February 28 2018,Grays Harbor,WA,Passenger,42,44,86,45864,45950,0.19
September 30 2023,Santa Clara,CA,Passenger,30,6,36,298,334,10.78
May 31 2021,Greene,MO,Passenger,0,1,1,41,42,2.38
September 30 2017,Ferry,WA,Truck,0,0,0,3541,3541,0
August 31 2024,Los Angeles,CA,Passenger,17,4,21,762,783,2.68
January 31 2024,Clay,FL,Passenger,1,0,1,79,80,1.25
January 31 2026,Cleveland,OK,Passenger,0,1,1,19,20,5
August 31 2017,Grays Harbor,WA,Passenger,37,37,74,44948,45022,0.16
July 31 2022,DeKalb,GA,Passenger,1,0,1,60,61,1.64
June 30 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
February 29 2024,Benton,WA,Truck,37,0,37,42837,42874,0.09
July 31 2019,Honolulu,HI,Passenger,3,3,6,533,539,1.11
August 31 2025,Benton,WA,Truck,117,0,117,43250,43367,0.27
April 30 2017,Wayne,MI,Passenger,0,1,1,72,73,1.37
November 30 2025,Columbia,GA,Passenger,1,1,2,71,73,2.74
June 30 2019,Pend Oreille,WA,Passenger,4,5,9,9518,9527,0.09
April 30 2023,Harford,MD,Passenger,2,1,3,57,60,5
December 31 2023,Douglas,CO,Passenger,1,3,4,65,69,5.8
February 29 2020,Valencia,NM,Passenger,1,0,1,8,9,11.11
June 30 2024,Duval,FL,Passenger,3,2,5,288,293,1.71
November 30 2019,Lincoln,WA,Passenger,1,11,12,7790,7802,0.15
October 31 2020,Jefferson,WA,Passenger,261,152,413,24681,25094,1.65
September 30 2019,Shasta,CA,Passenger,1,0,1,46,47,2.13
June 30 2024,Ferry,WA,Passenger,31,4,35,4242,4277,0.82
May 31 2017,Pima,AZ,Passenger,0,2,2,481,483,0.41
May 31 2020,Pacific,WA,Passenger,31,33,64,15678,15742,0.41
July 31 2025,Blaine,ID,Passenger,1,0,1,5,6,16.67
January 31 2022,Middlesex,MA,Passenger,0,1,1,120,121,0.83
June 30 2025,Asotin,WA,Passenger,62,31,93,12236,12329,0.75
September 30 2019,Cowlitz,WA,Truck,0,0,0,28948,28948,0
November 30 2024,Thurston,WA,Truck,194,0,194,52949,53143,0.37
June 30 2018,Williamson,TX,Passenger,0,1,1,186,187,0.53
February 29 2024,Marin,CA,Truck,1,0,1,7,8,12.5
July 31 2018,Columbia,WA,Passenger,2,2,4,2416,2420,0.17
May 31 2021,Denver,CO,Passenger,1,0,1,135,136,0.74
May 31 2025,Lincoln,OR,Passenger,2,0,2,25,27,7.41
June 30 2022,Deschutes,OR,Passenger,2,0,2,134,136,1.47
February 28 2023,Gwinnett,GA,Passenger,2,0,2,65,67,2.99
May 31 2019,Clark,NV,Passenger,4,3,7,783,790,0.89
October 31 2018,Tarrant,TX,Passenger,1,0,1,225,226,0.44
February 28 2025,Baldwin,AL,Passenger,1,0,1,22,23,4.35
January 31 2020,Thurston,WA,Passenger,1092,718,1810,198913,200723,0.9
June 30 2020,Kittitas,WA,Passenger,99,47,146,29784,29930,0.49
May 31 2021,Multnomah,OR,Passenger,4,5,9,774,783,1.15
September 30 2021,Lee,FL,Passenger,1,0,1,54,55,1.82
August 31 2019,Thurston,WA,Passenger,927,660,1587,198046,199633,0.79
June 30 2021,Island,WA,Passenger,617,315,932,62847,63779,1.46
April 30 2024,Middlesex,NJ,Passenger,1,0,1,22,23,4.35
February 28 2023,Denver,CO,Passenger,2,0,2,112,114,1.75
September 30 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
February 28 2017,Douglas,WA,Truck,0,0,0,11386,11386,0
March 31 2025,Canadian,OK,Passenger,2,0,2,14,16,12.5
March 31 2022,Palm Beach,FL,Passenger,1,1,2,65,67,2.99
September 30 2017,Sedgwick,KS,Passenger,0,1,1,111,112,0.89
November 30 2023,St. Louis,MN,Passenger,0,1,1,5,6,16.67
October 31 2019,Stevens,WA,Passenger,29,28,57,31578,31635,0.18
March 31 2024,Washington,WI,Passenger,1,0,1,0,1,100
June 30 2020,Ferry,WA,Truck,0,0,0,3555,3555,0
February 28 2026,Canadian,OK,Passenger,1,0,1,7,8,12.5
September 30 2024,Washtenaw,MI,Passenger,1,2,3,26,29,10.34
April 30 2024,Tarrant,TX,Passenger,2,0,2,154,156,1.28
August 31 2025,Somerset,NJ,Passenger,1,0,1,5,6,16.67
August 31 2019,Bexar,TX,Passenger,1,5,6,687,693,0.87
December 31 2024,Wayne,NC,Passenger,1,0,1,36,37,2.7
October 31 2021,El Paso,TX,Passenger,3,0,3,403,406,0.74
July 31 2022,Leavenworth,KS,Passenger,1,1,2,88,90,2.22
November 30 2018,Marion,IN,Passenger,1,0,1,124,125,0.8
May 31 2021,Harnett,NC,Passenger,1,1,2,193,195,1.03
January 31 2025,Liberty,GA,Passenger,0,1,1,98,99,1.01
March 31 2021,Tulsa,OK,Passenger,1,0,1,61,62,1.61
December 31 2024,Christian,MO,Passenger,0,1,1,8,9,11.11
July 31 2019,Chelan,WA,Truck,0,0,0,22338,22338,0
January 31 2020,Cumberland,NC,Passenger,0,2,2,493,495,0.4
February 28 2026,Mason,WA,Passenger,988,345,1333,44424,45757,2.91
May 31 2020,Prince William,VA,Passenger,2,4,6,224,230,2.61
May 31 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
April 30 2017,Maui,HI,Passenger,1,0,1,71,72,1.39
November 30 2022,Platte,MO,Passenger,1,1,2,24,26,7.69
March 31 2023,Sedgwick,KS,Passenger,0,1,1,82,83,1.2
October 31 2024,Dallas,TX,Passenger,1,0,1,109,110,0.91
September 30 2022,Allen,IN,Passenger,1,0,1,23,24,4.17
September 30 2019,Okanogan,WA,Truck,0,0,0,16481,16481,0
May 31 2023,Okaloosa,FL,Passenger,2,2,4,121,125,3.2
December 31 2021,Carroll,MD,Passenger,0,1,1,23,24,4.17
January 31 2025,Richmond,VA,Passenger,1,0,1,11,12,8.33
August 31 2019,Douglas,WA,Passenger,61,36,97,28161,28258,0.34
May 31 2018,Lewis,WA,Passenger,78,56,134,57561,57695,0.23
March 31 2019,Montgomery,AL,Passenger,1,1,2,39,41,4.88
February 28 2017,Franklin,MA,Passenger,0,1,1,4,5,20
February 28 2022,King,WA,Truck,22,1,23,182104,182127,0.01
May 31 2022,Harford,MD,Passenger,1,1,2,63,65,3.08
May 31 2023,Collin,TX,Passenger,9,0,9,90,99,9.09
December 31 2024,Snohomish,WA,Passenger,22487,4551,27038,522999,550037,4.92
July 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
August 31 2018,Washington,OR,Passenger,0,1,1,505,506,0.2
November 30 2023,Lewis and Clark,MT,Passenger,2,0,2,19,21,9.52
October 31 2018,Virginia Beach,VA,Passenger,2,1,3,695,698,0.43
March 31 2023,Williamson,TN,Passenger,0,1,1,22,23,4.35
January 31 2018,Essex,MA,Passenger,1,0,1,25,26,3.85
January 31 2019,Honolulu,HI,Passenger,1,3,4,545,549,0.73
February 28 2019,Middlesex,MA,Passenger,1,0,1,130,131,0.76
April 30 2018,Clark,WA,Passenger,942,656,1598,306272,307870,0.52
April 30 2017,Muscogee,GA,Passenger,0,1,1,248,249,0.4
December 31 2025,Hernando,FL,Passenger,1,0,1,6,7,14.29
July 31 2023,Yakima,WA,Truck,13,0,13,60936,60949,0.02
October 31 2022,Klickitat,WA,Passenger,112,52,164,15041,15205,1.08
May 31 2025,Providence,RI,Passenger,1,0,1,19,20,5
June 30 2017,Walla Walla,WA,Passenger,25,26,51,34821,34872,0.15
December 31 2023,Morris,NJ,Passenger,1,0,1,11,12,8.33
November 30 2023,Collier,FL,Passenger,1,0,1,20,21,4.76
October 31 2024,Ventura,CA,Passenger,2,3,5,256,261,1.92
November 30 2020,Santa Clara,CA,Passenger,11,2,13,329,342,3.8
September 30 2023,Bell,TX,Passenger,2,1,3,303,306,0.98
April 30 2022,Orange,NC,Passenger,1,0,1,11,12,8.33
February 28 2019,Island,WA,Passenger,294,232,526,63042,63568,0.83
August 31 2024,Richmond,VA,Passenger,1,0,1,13,14,7.14
October 31 2025,Providence,RI,Passenger,1,0,1,19,20,5
September 30 2024,Williamson,TN,Passenger,0,1,1,14,15,6.67
February 29 2020,Kern,CA,Passenger,0,1,1,223,224,0.45
November 30 2024,Sacramento,CA,Passenger,4,0,4,191,195,2.05
August 31 2023,Pinal,AZ,Passenger,1,1,2,132,134,1.49
July 31 2020,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
June 30 2023,Philadelphia,PA,Passenger,0,1,1,69,70,1.43
June 30 2024,Northampton,PA,Passenger,1,0,1,33,34,2.94
June 30 2019,Lincoln,WA,Passenger,2,8,10,7767,7777,0.13
November 30 2023,Harford,MD,Truck,1,0,1,3,4,25
April 30 2023,Newport News,VA,Passenger,1,0,1,132,133,0.75
January 31 2024,Prince William,VA,Passenger,1,5,6,170,176,3.41
November 30 2025,Johnson,MO,Passenger,1,0,1,29,30,3.33
October 31 2021,Rockingham,NH,Passenger,1,0,1,25,26,3.85
May 31 2020,Douglas,NE,Passenger,0,1,1,60,61,1.64
April 30 2017,Marin,CA,Passenger,1,0,1,60,61,1.64
July 31 2025,Texas,MO,Passenger,1,0,1,2,3,33.33
June 30 2020,Cumberland,NC,Passenger,0,3,3,469,472,0.64
August 31 2025,Nassau,NY,Passenger,1,0,1,21,22,4.55
November 30 2017,Riverside,CA,Passenger,1,2,3,797,800,0.38
December 31 2019,Chelan,WA,Truck,0,0,0,22537,22537,0
August 31 2021,Fresno,CA,Passenger,2,0,2,197,199,1.01
September 30 2021,Missoula,MT,Passenger,1,0,1,64,65,1.54
May 31 2017,Kittitas,WA,Truck,0,0,0,13538,13538,0
February 28 2018,Los Angeles,CA,Passenger,4,4,8,1259,1267,0.63
February 28 2025,Grays Harbor,WA,Passenger,556,279,835,47694,48529,1.72
March 31 2020,Whatcom,WA,Truck,3,0,3,42986,42989,0.01
June 30 2021,Meade,KY,Passenger,1,0,1,29,30,3.33
November 30 2019,Deschutes,OR,Passenger,4,0,4,180,184,2.17
April 30 2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
September 30 2019,Okanogan,WA,Passenger,24,26,50,26222,26272,0.19
June 30 2023,Denver,CO,Passenger,2,0,2,112,114,1.75
July 31 2020,Duval,FL,Passenger,0,2,2,378,380,0.53
September 30 2024,Pettis,MO,Passenger,1,0,1,6,7,14.29
October 31 2017,Kitsap,WA,Truck,1,0,1,52576,52577,0
October 31 2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69
February 29 2024,Grant,WA,Passenger,386,170,556,67258,67814,0.82
January 31 2026,Virginia Beach,VA,Passenger,6,2,8,380,388,2.06
May 31 2022,Skamania,WA,Passenger,70,45,115,8173,8288,1.39
January 31 2025,Miller,MO,Passenger,2,0,2,1,3,66.67
July 31 2019,Calvert,MD,Passenger,0,2,2,95,97,2.06
